,x,y,z
0,0,0,21713
1,0,264,45949
2,0,613,73712
3,0,480,92096
4,0,455,85956
5,0,299,96242
6,0,357,106698
7,0,1463,103118
8,0,2862,117773
9,0,2335,126684
10,0,2346,141431
11,0,3742,144528
12,0,5502,141635
13,0,5270,153843
14,0,3781,159248
15,0,5469,154201
16,0,5154,164422
17,0,8255,173980
18,0,8321,162626
19,0,9759,172934
20,0,9012,185236
21,0,10654,187800
22,0,13752,182513
23,0,15154,179175
24,0,12921,182381
25,0,15427,175188
26,0,15432,171597
27,0,16027,167421
28,27,16199,182849
29,111,20375,168342
30,810,26250,158225
31,786,24649,155384
32,2492,27752,158120
33,2068,29125,150774
34,1594,37585,156147
35,1293,39379,148110
36,2119,41397,130147
37,3288,42178,143486
38,3363,48730,128257
39,6718,59318,125918
40,7307,59040,123472
41,11709,67759,115316
42,14183,66420,112890
43,18877,68903,97582
44,28922,72579,93123
45,30960,84010,89189
46,34456,100277,83578
47,45732,100176,81885
48,57592,112601,70992
49,75313,119807,66102
50,84050,129989,61859
51,109751,129965,56609
52,142376,128783,54635
53,146542,130932,54649
54,177526,139569,49515
55,193704,148879,41271
56,216851,163376,39309
57,238425,163247,38102
58,251006,168245,35464
59,290665,174374,28792
60,333092,179279,26792
61,342260,187774,27081
62,364425,180451,26328
63,382058,180021,22742
64,369613,177528,20039
65,359575,174997,14697
66,354287,187280,14877
67,350411,176732,13310
68,315296,173723,11170
69,300144,162109,11863
70,263588,161112,10528
71,229587,150139,11231
72,200697,149004,10690
73,176323,147708,10436
74,151505,150670,9236
75,125657,139696,9290
76,117473,128942,9564
77,83656,126652,5942
78,74566,117635,6164
79,60833,114454,4842
80,46406,110009,4257
81,34176,100384,2968
82,27241,92018,3162
83,25885,89575,3065
84,23658,79298,3525
85,17308,68889,2783
86,12409,69480,2315
87,11031,64113,1452
88,6142,61779,1890
89,5324,57485,2498
90,3562,51687,1044
91,2938,46175,453
92,2926,46317,662
93,2310,38682,0
94,121,31081,0
95,0,29700,0
96,0,27459,0
97,0,25606,0
98,0,23315,0
99,0,17949,0
100,0,17420,0
101,0,17959,0
102,0,17498,0
103,0,12480,0
104,0,12213,0
105,0,10759,0
106,0,9972,0
107,0,7998,0
108,0,6290,0
109,0,6371,0
110,0,4147,0
111,0,4588,0
112,0,5061,0
113,0,5166,0
114,0,5082,0
115,0,5646,0
116,0,2841,0
117,0,1239,0
118,0,1491,0
119,0,2120,0
120,0,2709,0
121,0,1014,0
122,0,1594,0
123,0,837,0
124,0,669,0
125,0,26,0
126,0,28,0
127,0,0,0
