0,197612
1,1039638
2,1680040
3,1515389
4,915236
5,412642
6,155127
7,56851
8,25299
9,14018
10,9189
11,6563
12,4741
13,3844
14,3447
15,3249
16,2430
17,1788
18,1703
19,1795
20,1714
21,1960
22,2267
23,2309
24,2097
25,1654
26,1079
27,665
28,461
29,474
30,475
31,801
32,946
33,786
34,686
35,575
36,522
37,552
38,836
39,711
40,741
41,675
42,618
43,618
44,638
45,745
46,804
47,775
48,689
49,660
50,747
51,920
52,1383
53,1365
54,1024
55,1167
56,1357
57,1178
58,1348
59,1377
60,1177
61,1130
62,905
63,1077
64,1437
65,1777
66,1740
67,1556
68,1493
69,2151
70,2000
71,1814
72,2068
73,2236
74,2416
75,2402
76,2217
77,1876
78,1888
79,1766
80,1972
81,2383
82,2001
83,1569
84,1508
85,1596
86,1467
87,1238
88,1303
89,1653
90,1611
91,2290
92,2066
93,1617
94,1714
95,1930
96,2187
97,1475
98,1706
99,1703
100,1587
101,1659
102,1699
103,1318
104,1632
105,1403
106,1603
107,1547
108,1511
109,1531
110,1018
111,1498
112,1402
113,1241
114,1522
115,1477
116,1357
117,1255
118,1556
119,1048
120,1378
121,1364
122,1439
123,1155
124,651
125,695
126,1017
127,922
