,x,y,z
0,0,34,1383
1,0,45,2119
2,0,105,2728
3,0,277,3341
4,0,312,3655
5,0,445,3974
6,0,610,4460
7,0,756,5426
8,0,865,5945
9,0,1014,6587
10,0,1026,6975
11,0,1043,7531
12,0,1433,9520
13,0,1865,12872
14,0,2851,17411
15,0,5116,21738
16,0,8591,23951
17,0,9893,25275
18,0,10031,26249
19,0,10431,27355
20,0,11039,28230
21,0,11915,32628
22,0,13676,41661
23,0,16810,50308
24,0,19067,54865
25,0,22247,56979
26,0,26082,57758
27,286,28016,57708
28,358,28439,59228
29,363,29283,60950
30,379,30200,61736
31,390,30962,68065
32,383,30549,74579
33,382,30731,112584
34,469,33666,120071
35,745,53818,102115
36,810,60142,151648
37,870,72579,189544
38,1045,118594,194679
39,1394,130922,193949
40,1661,85992,298853
41,1767,121356,372213
42,1654,313030,447581
43,1227,212194,426579
44,1576,317979,556243
45,1987,251491,584520
46,2492,221241,703836
47,3209,517273,395720
48,3696,271401,508042
49,3930,448250,499762
50,4368,464322,620021
51,4875,376446,465093
52,5702,504115,314364
53,85984,482660,328071
54,223843,460106,475457
55,1047224,659897,483319
56,1310767,389086,436222
57,1616060,338033,386935
58,1607681,187943,313756
59,1065320,597227,684004
60,662806,587521,4723664
61,340714,1239442,40431569
62,637477,6717069,43814211
63,54169821,45671845,9683356
64,53933425,46259309,4225311
65,379625,6349075,2854875
66,306866,1013256,1015814
67,634940,414904,539824
68,886498,548945,349996
69,1472228,449487,411174
70,1282962,413417,480844
71,1111002,620917,210796
72,800373,458392,238348
73,517086,381363,298635
74,68247,342261,282507
75,27739,487916,321305
76,11081,569335,226567
77,7827,337485,174864
78,6551,588205,340029
79,5746,486322,285931
80,5059,349535,243606
81,4074,213137,284728
82,3256,276551,242885
83,3149,154031,190332
84,3109,114372,187350
85,3028,85322,238156
86,2986,251128,130215
87,2890,160821,17120
88,2177,92297,182597
89,1768,72001,96083
90,1683,48046,183245
91,1317,34071,13025
92,1296,30875,6119
93,757,30491,6198
94,625,30275,6317
95,612,30353,6447
96,601,30371,6626
97,327,29690,6947
98,292,29636,6381
99,289,29346,6959
100,296,28676,6263
101,303,26419,6127
102,297,24053,5790
103,297,20747,5642
104,299,16476,4640
105,302,13594,3423
106,305,11794,2710
107,312,11028,2449
108,313,10601,2201
109,310,10575,2181
110,308,10247,2113
111,309,8431,1993
112,291,4561,1453
113,283,1733,931
114,280,1126,686
115,277,969,535
116,51,950,523
117,0,819,360
118,0,752,146
119,0,505,103
120,0,341,103
121,0,342,103
122,0,311,104
123,0,134,103
124,0,134,30
125,0,133,0
126,0,134,0
127,0,117,0
