0,8354
1,60530
2,160457
3,304419
4,476503
5,667890
6,865170
7,1059888
8,1238047
9,1393796
10,1514932
11,1596920
12,1639910
13,1675604
14,1664303
15,1607843
16,1527565
17,1440863
18,1335858
19,1210999
20,1086400
21,959293
22,836990
23,720381
24,612758
25,523562
26,432441
27,353729
28,287653
29,236673
30,183543
31,147862
32,114846
33,90063
34,71835
35,56136
36,44236
37,34426
38,27225
39,20390
40,14619
41,10795
42,8296
43,7456
44,5267
45,3397
46,2628
47,1755
48,1393
49,1636
50,1527
51,1499
52,1413
53,1173
54,1162
55,935
56,785
57,531
58,574
59,573
60,372
61,259
62,335
63,256
64,235
65,134
66,117
67,115
68,89
69,119
70,239
71,254
72,197
73,117
74,128
75,190
76,259
77,204
78,140
79,94
80,75
81,109
82,45
83,55
84,49
85,101
86,80
87,106
88,82
89,137
90,129
91,143
92,112
93,94
94,202
95,194
96,167
97,85
98,57
99,64
100,57
101,24
102,53
103,61
104,55
105,42
106,60
107,49
108,48
109,67
110,75
111,63
112,68
113,58
114,42
115,30
116,32
117,37
118,49
119,94
120,76
121,81
122,69
123,58
124,39
125,45
126,39
127,18
