,x,y,z
0,0,0,74
1,0,0,190
2,0,0,232
3,0,0,270
4,0,0,316
5,0,0,305
6,0,0,301
7,0,0,305
8,0,0,317
9,0,0,304
10,0,0,277
11,0,0,276
12,0,0,274
13,0,0,279
14,0,0,273
15,0,0,298
16,0,47,525
17,0,62,1720
18,0,61,2453
19,0,73,2536
20,0,170,3579
21,0,211,4287
22,0,447,3725
23,0,521,3240
24,0,494,2745
25,0,479,3101
26,0,466,16361
27,0,457,43309
28,0,460,75433
29,264,452,96585
30,365,459,120043
31,463,471,178901
32,688,488,220737
33,636,498,235671
34,550,592,323422
35,473,6374,467984
36,422,2637,714932
37,394,400,1263544
38,380,407,1737835
39,378,411,1592283
40,440,415,1016101
41,421,2270,416289
42,404,1301,144106
43,455,2426,59401
44,543,5759,30142
45,608,3395,26355
46,574,3432,24385
47,545,7001,14625
48,564,8660,10563
49,518,13549,8889
50,497,15207,7267
51,490,17514,6523
52,465,16443,5774
53,958,21667,5382
54,3005,32364,4261
55,2961,52576,3572
56,2368,81043,3614
57,3714,100451,3523
58,10065,217528,2894
59,27200,344145,3350
60,83422,476069,4668
61,330524,723476,3623
62,1197524,1034509,1907
63,2833333,1100143,2020
64,2804308,1123654,2222
65,1184127,1049420,2278
66,340199,827646,2020
67,79061,594162,1739
68,19328,377161,1990
69,8703,205353,2863
70,7012,119632,1461
71,5810,87950,1621
72,2349,51117,2052
73,2103,37234,1506
74,2132,30548,755
75,1393,29127,576
76,698,25550,523
77,714,21733,543
78,570,16527,538
79,494,12851,564
80,409,12702,538
81,390,12286,528
82,358,9120,539
83,337,9599,566
84,403,8606,1056
85,498,6764,1155
86,484,3331,1070
87,487,3421,1164
88,505,1918,1082
89,577,3573,1271
90,878,1678,1359
91,1623,624,1350
92,210,578,2290
93,282,752,2479
94,372,925,2540
95,393,187,1124
96,412,179,266
97,415,180,153
98,433,177,148
99,439,178,149
100,290,178,151
101,296,182,162
102,311,186,227
103,320,142,239
104,322,149,235
105,330,129,258
106,352,127,263
107,359,90,309
108,386,0,335
109,412,0,386
110,478,0,1109
111,531,0,1537
112,606,0,190
113,700,0,231
114,752,0,355
115,1222,0,542
116,2922,0,647
117,0,0,867
118,0,0,1416
119,0,0,756
120,0,0,169
121,0,0,194
122,0,0,492
123,0,0,830
124,0,0,1652
125,0,0,0
126,0,0,0
127,0,0,0
