0,21192
1,143159
2,366143
3,646308
4,941080
5,1205912
6,1403405
7,1514609
8,1534989
9,1473997
10,1353599
11,1187286
12,1003103
13,820284
14,651109
15,502582
16,380191
17,282296
18,208101
19,151898
20,111167
21,82055
22,60902
23,45937
24,35871
25,28588
26,23376
27,19887
28,16879
29,14319
30,12475
31,10895
32,9771
33,8666
34,7677
35,6911
36,6530
37,5788
38,5287
39,4892
40,4418
41,4084
42,3725
43,3425
44,3274
45,3090
46,2925
47,2613
48,2375
49,2263
50,2160
51,2030
52,1884
53,1865
54,1905
55,1893
56,1876
57,1765
58,1792
59,1779
60,1913
61,1807
62,1905
63,1946
64,2058
65,1938
66,1848
67,1871
68,1845
69,1898
70,1837
71,1616
72,1505
73,1442
74,1291
75,1252
76,1187
77,1102
78,1078
79,1109
80,999
81,982
82,979
83,910
84,897
85,894
86,856
87,964
88,881
89,856
90,744
91,771
92,706
93,775
94,753
95,868
96,786
97,706
98,757
99,667
100,695
101,761
102,678
103,713
104,752
105,740
106,703
107,797
108,780
109,756
110,701
111,766
112,724
113,715
114,641
115,603
116,666
117,673
118,644
119,625
120,703
121,566
122,538
123,512
124,470
125,404
126,362
127,253
