,x,y,z
0,0,0,157
1,0,0,237
2,0,0,263
3,0,0,274
4,0,0,265
5,0,0,271
6,0,0,255
7,0,0,341
8,0,18,368
9,0,133,449
10,0,168,564
11,0,182,699
12,0,192,925
13,0,273,1010
14,0,352,1145
15,0,404,6498
16,0,563,15614
17,0,639,44175
18,0,945,19411
19,0,1210,26207
20,0,1628,35209
21,0,1909,51315
22,0,2427,45175
23,0,6917,78959
24,0,17855,53925
25,0,36258,42120
26,0,50408,38898
27,0,48913,30450
28,0,80691,41171
29,0,84143,60045
30,0,56305,38461
31,0,32067,66854
32,0,36587,37699
33,0,46474,56745
34,0,54558,45083
35,0,34061,44530
36,45,15766,61720
37,106,44482,66654
38,109,50760,62983
39,118,31211,105401
40,119,78742,71682
41,121,138266,119476
42,131,108589,99109
43,155,82863,59579
44,28243,67504,86726
45,52707,52079,74706
46,114446,54685,56629
47,66271,79830,35242
48,70822,46525,38629
49,103272,48408,34387
50,85073,43338,53941
51,48633,22861,49702
52,141092,17965,35842
53,90566,11770,67539
54,116537,29462,181240
55,46770,51347,540042
56,75695,62869,1025754
57,81590,87136,2885255
58,87232,146537,1869408
59,107555,108495,461669
60,107660,177910,185875
61,192132,440892,128391
62,113937,1197347,70132
63,3931413,2188062,81858
64,4002349,2010965,93314
65,118910,965443,61444
66,103026,274532,63507
67,64455,150305,89707
68,105617,130676,109978
69,88938,92694,115247
70,127523,69891,87376
71,115251,65256,51121
72,56357,96900,36788
73,85084,60792,23886
74,129730,53123,21640
75,83074,39816,47692
76,86821,39385,67077
77,112768,60530,57088
78,94448,29639,32030
79,104724,60842,27147
80,112790,26173,36703
81,43862,69129,50975
82,40936,64904,56233
83,9960,106599,53303
84,0,56865,97986
85,0,13735,13205
86,0,45108,23738
87,0,19330,68232
88,0,41320,47097
89,0,69829,23037
90,0,51923,12036
91,0,26073,34489
92,0,47767,48548
93,0,53554,20637
94,0,35456,27139
95,0,42790,22818
96,0,46650,17940
97,0,37623,50869
98,0,18242,24443
99,0,23359,12688
100,0,18339,9581
101,0,19687,10259
102,0,12509,10433
103,0,18121,12512
104,0,12016,38294
105,0,14343,23861
106,0,23030,12101
107,0,29562,1956
108,0,14939,3182
109,0,4859,1209
110,0,706,705
111,0,648,379
112,0,380,283
113,0,213,242
114,0,184,322
115,0,105,293
116,0,95,247
117,0,52,216
118,0,20,206
119,0,19,165
120,0,20,89
121,0,21,86
122,0,20,26
123,0,20,7
124,0,20,7
125,0,19,7
126,0,19,7
127,0,8,2
