,x,y,z,vx,vy,vz
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,66,0,0,0
37,0,0,1155,0,0,0
38,0,0,5899,0,0,0
39,0,0,17157,0,0,0
40,0,0,47432,0,0,0
41,0,0,111428,0,8,0
42,0,0,185786,0,0,1
43,0,0,278969,0,3,2
44,0,0,382449,0,28,2
45,0,0,453418,0,22,8
46,0,0,459725,0,6,21
47,0,0,436610,0,20,18
48,0,0,408011,0,15,23
49,0,0,345283,8,17,38
50,0,0,256684,15,4,31
51,0,0,192849,44,5,20
52,0,0,142027,34,25,26
53,0,0,100640,70,25,22
54,0,0,72169,83,51,51
55,0,0,46272,121,56,79
56,0,0,28230,243,27,83
57,0,0,15648,208,36,87
58,0,0,11318,308,44,102
59,0,0,6805,296,96,132
60,0,0,1994,304,121,168
61,0,0,1306,371,127,182
62,0,0,684,453,129,211
63,0,0,584,493,140,257
64,0,0,633,681,232,281
65,0,0,306,734,313,328
66,0,0,82,785,309,401
67,0,0,0,839,331,500
68,0,0,0,1102,367,531
69,0,0,0,1471,559,589
70,0,0,0,1295,583,737
71,0,0,0,1784,589,849
72,0,0,0,2059,794,1027
73,0,0,0,2342,1116,1194
74,0,0,0,2614,1194,1447
75,0,0,0,2914,1161,1658
76,0,0,0,3215,1607,1795
77,0,0,0,3836,1632,1900
78,0,0,0,4580,2048,2161
79,0,0,0,5077,2403,2488
80,0,0,0,5869,3113,2816
81,0,0,0,6262,2917,3160
82,0,0,0,7180,3464,3627
83,0,0,0,7574,3892,4126
84,0,0,0,8510,4751,4860
85,0,0,0,9168,5266,5404
86,0,0,0,10384,6174,5718
87,0,0,0,11329,6876,6501
88,0,0,0,12017,7614,7787
89,0,0,0,13316,8417,9091
90,0,0,0,14387,10611,10001
91,0,0,0,15812,10902,11218
92,0,0,0,17220,12539,12443
93,0,0,0,18715,13951,13822
94,0,0,0,20294,15847,15403
95,0,0,0,22063,17374,17099
96,0,0,0,23143,19639,18957
97,0,0,0,25426,21712,21087
98,0,0,0,27126,23113,23385
99,0,0,0,28962,25303,24897
100,0,0,0,31270,27648,26708
101,0,0,0,33646,29901,28971
102,0,157,0,35106,32328,31446
103,0,145,0,38116,34850,33661
104,0,378,0,39815,37522,36318
105,0,969,0,41045,39956,39077
106,261,1208,0,43704,43300,41460
107,133,1668,0,45927,45449,45041
108,578,2321,0,48387,49122,47785
109,1305,3136,0,50724,50924,50114
110,1817,5047,0,53978,53835,52678
111,4730,6489,0,56536,57332,55680
112,7172,8996,0,58303,61660,59147
113,15042,14353,0,60446,63205,62211
114,22536,19061,0,62688,67589,65767
115,34805,27918,0,64075,68704,69170
116,45001,42331,0,66988,72546,72237
117,63716,58775,0,70004,75346,75511
118,86370,81579,0,70669,77822,77881
119,112126,100602,0,71866,80366,79595
120,132768,118656,0,70972,81857,81135
121,161054,143925,0,72512,84615,82856
122,185057,167713,0,73425,82994,83890
123,198035,190437,0,75996,86304,85781
124,214842,223354,0,74239,85474,87115
125,237834,251184,0,76617,88147,87907
126,248322,258951,0,76639,88897,88429
127,250728,267529,0,75729,87801,89375
128,252174,264493,0,75618,88919,89836
129,245286,255707,0,77236,88038,90152
130,238387,243527,0,76581,87816,89308
131,220735,230253,0,76134,84628,88203
132,197233,208286,0,76647,84392,88177
133,170128,175011,0,74437,83855,87201
134,149749,148119,0,74551,83285,85755
135,126727,117915,0,74510,80194,84452
136,99757,95717,0,74263,78930,82833
137,78932,71119,0,71020,78098,80352
138,62104,56922,0,70028,74948,78272
139,48376,42213,0,70694,73056,74714
140,34169,32414,0,66001,70108,72282
141,23251,22827,0,64793,67189,70087
142,16572,17555,0,62812,65142,67020
143,10434,11785,0,60168,63568,64201
144,6656,7741,0,58629,59554,61421
145,3428,5798,0,57199,56951,57804
146,2095,3116,0,54240,54527,53897
147,1074,2262,0,51160,52005,50720
148,120,965,0,48308,48110,47533
149,0,429,0,45880,44669,45283
150,0,138,0,44206,42383,42221
151,0,210,0,41624,38788,39071
152,0,186,0,38738,35318,35743
153,0,29,0,36935,33179,32825
154,0,0,0,34075,29689,30104
155,0,0,0,32442,27980,26908
156,0,0,0,31308,25381,24163
157,0,0,0,28196,23259,22213
158,0,0,0,26192,21388,20494
159,0,0,0,24335,19321,18711
160,0,0,0,23210,16807,16628
161,0,0,0,21585,16248,14610
162,0,0,0,19873,14157,12865
163,0,0,0,18094,13719,11604
164,0,0,0,16532,11607,10172
165,0,0,0,15139,10254,8911
166,0,0,0,13321,9110,7971
167,0,0,0,11995,7842,6853
168,0,0,0,10289,6877,6076
169,0,0,0,9825,6000,5361
170,0,0,0,8378,5253,4715
171,0,0,0,7466,4586,4159
172,0,0,0,6629,4210,3485
173,0,0,0,5877,3641,2919
174,0,0,0,4880,3464,2492
175,0,0,0,4814,2878,2128
176,0,0,0,4143,2555,1782
