,x,y,z
0,0,0,87
1,0,7,305
2,0,45,3724
3,0,54,1273
4,0,58,173
5,0,56,168
6,0,63,163
7,0,59,163
8,0,67,157
9,0,63,144
10,0,67,2469
11,0,72,3035
12,0,114,3118
13,0,263,17665
14,0,424,2759
15,0,1054,3131
16,0,1300,2558
17,0,499,20185
18,0,2595,14505
19,0,330,5506
20,0,479,5148
21,29,813,6261
22,104,15925,7054
23,110,9469,3686
24,110,29578,5499
25,120,6388,4775
26,118,6663,8889
27,129,3693,7698
28,122,24632,20109
29,130,12308,42912
30,140,38383,35233
31,135,46846,24108
32,147,23185,22004
33,161,27917,46779
34,179,53724,39347
35,205,66913,53508
36,3387,55399,50445
37,15883,23731,37055
38,3266,21961,31279
39,8302,40195,42561
40,20485,21755,60032
41,29805,52096,23821
42,83459,44919,48688
43,39423,64591,36053
44,73502,39235,36819
45,87978,37840,25676
46,111249,22117,31424
47,33534,25501,52601
48,16599,6502,19486
49,42007,3356,63004
50,36998,15405,77221
51,66278,52686,16220
52,46177,46376,66987
53,32739,57731,138354
54,41438,46233,199809
55,50180,46937,368676
56,28333,41478,780883
57,38248,48636,1936852
58,51976,121525,1878723
59,13365,123982,712698
60,27591,201409,278719
61,26769,366499,162767
62,45441,905111,85941
63,3428924,1714956,80593
64,3399127,1612804,120387
65,79290,1031332,99583
66,55973,441824,77766
67,30073,223371,81772
68,52072,142250,72082
69,67255,95980,86271
70,72523,48514,43703
71,61896,27892,27403
72,51099,27000,34967
73,43279,27693,38623
74,30233,30577,8883
75,25803,38122,50174
76,27803,27193,10694
77,74717,12315,11294
78,53457,49732,29577
79,28242,11225,48818
80,45757,6122,11680
81,55559,22765,13599
82,50755,49710,43882
83,83545,40090,55756
84,92975,56086,42159
85,118017,25897,26821
86,116220,40530,26415
87,42282,47733,16245
88,3235,50256,14896
89,3117,26149,30344
90,0,11700,50391
91,0,58159,8640
92,0,53679,22575
93,0,33535,43594
94,0,24236,25712
95,0,16562,50328
96,0,20693,4341
97,0,8398,16196
98,0,26800,2767
99,0,18565,17016
100,0,17703,19177
101,0,25657,22259
102,0,12642,19849
103,0,5135,5157
104,0,3910,5003
105,0,5642,2641
106,0,9796,12818
107,0,20377,3450
108,0,44917,84
109,0,343,63
110,0,1483,28
111,0,13784,10232
112,0,66,15171
113,0,59,1315
114,0,32,3917
115,0,26,6152
116,0,23,18136
117,0,30,840
118,0,28,27
119,0,24,27
120,0,24,25
121,0,26,26
122,0,25,23
123,0,23,27
124,0,25,28
125,0,22,26
126,0,0,23
127,0,0,16
