,x,y,z
0,0,0,31
1,0,0,180
2,0,0,367
3,0,6,389
4,0,20,388
5,0,19,401
6,0,19,401
7,0,19,411
8,0,32,417
9,0,40,432
10,0,40,424
11,0,40,432
12,0,41,464
13,0,40,485
14,146,46,570
15,266,105,605
16,433,199,599
17,465,374,613
18,503,402,605
19,610,445,599
20,802,523,598
21,829,542,629
22,788,527,681
23,892,531,1720
24,941,551,3534
25,890,543,6231
26,847,539,4954
27,806,534,4598
28,778,1482,3273
29,756,684,2711
30,731,1563,2968
31,751,779,32516
32,836,742,151976
33,803,778,225608
34,766,2350,328953
35,737,3564,446518
36,704,1158,540816
37,684,2206,792364
38,662,12992,1232322
39,615,5305,2287659
40,682,2229,2961110
41,744,1921,1716917
42,747,4351,484841
43,658,6854,110120
44,803,6397,27856
45,891,8871,15367
46,925,10997,9699
47,997,8984,16622
48,965,9324,17236
49,953,9727,12742
50,991,10756,8840
51,1129,11135,16563
52,2155,15883,11963
53,3256,37213,6948
54,3345,25393,7107
55,2851,37899,6155
56,3055,69407,10850
57,3738,97382,21793
58,8012,225449,8583
59,7724,415839,4126
60,16292,634478,4008
61,175808,1036997,4030
62,1108755,1322310,4175
63,4509426,1650865,4242
64,4481398,1493354,3652
65,1173480,1428399,3187
66,153151,1141231,4569
67,14516,719526,4262
68,8777,405391,2569
69,4111,233311,2566
70,2731,167619,2149
71,3114,79765,2021
72,3555,61871,2224
73,3512,31625,2234
74,3876,24441,2277
75,1656,28863,2336
76,643,23234,2373
77,433,21719,2190
78,380,17816,1633
79,389,21239,1668
80,411,9666,1347
81,418,10388,8007
82,421,11478,6146
83,346,12836,6091
84,361,23244,6755
85,341,16941,4036
86,383,3603,9366
87,399,4358,7946
88,305,9385,14589
89,227,2222,13918
90,206,8374,7819
91,218,3782,17221
92,220,12391,10711
93,233,2402,3205
94,246,276,2905
95,258,285,98
96,263,309,101
97,145,353,106
98,132,385,117
99,132,396,157
100,137,373,144
101,136,337,137
102,0,191,128
103,0,118,48
104,0,87,23
105,0,91,21
106,0,90,21
107,0,93,22
108,0,95,23
109,0,99,23
110,0,92,22
111,0,18,22
112,0,0,22
113,0,0,22
114,0,0,22
115,0,0,17
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
