0,190521
1,917626
2,1210236
3,825104
4,356571
5,110322
6,26798
7,6208
8,1996
9,809
10,505
11,344
12,300
13,200
14,127
15,142
16,170
17,217
18,223
19,200
20,209
21,134
22,178
23,176
24,231
25,256
26,210
27,104
28,141
29,166
30,345
31,202
32,104
33,59
34,181
35,243
36,273
37,208
38,161
39,189
40,165
41,236
42,240
43,275
44,155
45,132
46,170
47,93
48,135
49,243
50,214
51,203
52,182
53,223
54,238
55,179
56,154
57,190
58,331
59,466
60,642
61,543
62,365
63,283
64,347
65,692
66,671
67,417
68,436
69,563
70,561
71,628
72,555
73,360
74,343
75,685
76,652
77,707
78,656
79,745
80,471
81,488
82,241
83,386
84,440
85,431
86,263
87,377
88,572
89,473
90,334
91,419
92,479
93,478
94,418
95,692
96,504
97,769
98,624
99,634
100,988
101,1263
102,617
103,380
104,489
105,324
106,403
107,482
108,387
109,485
110,342
111,428
112,628
113,292
114,659
115,782
116,321
117,110
118,105
119,462
120,258
121,581
122,234
123,14
124,0
125,0
126,0
127,0
