0,8597
1,57208
2,150222
3,281207
4,438710
5,608006
6,779768
7,941084
8,1083544
9,1193699
10,1280926
11,1332529
12,1350060
13,1328006
14,1282375
15,1216670
16,1137889
17,1048754
18,945775
19,846646
20,738811
21,640740
22,545548
23,466737
24,393109
25,329051
26,270174
27,222258
28,177358
29,144058
30,115831
31,92138
32,71598
33,56457
34,44086
35,34193
36,27038
37,22751
38,17912
39,14078
40,12072
41,9689
42,8628
43,7881
44,6895
45,6298
46,6140
47,5945
48,5014
49,4045
50,3713
51,3454
52,3514
53,3282
54,2983
55,2444
56,2520
57,2724
58,2507
59,2660
60,2447
61,2132
62,1945
63,1725
64,1358
65,1170
66,1084
67,996
68,988
69,852
70,724
71,873
72,989
73,788
74,696
75,571
76,517
77,339
78,306
79,343
80,403
81,332
82,345
83,463
84,289
85,269
86,298
87,330
88,244
89,302
90,348
91,314
92,276
93,225
94,198
95,243
96,228
97,234
98,265
99,200
100,103
101,129
102,112
103,143
104,243
105,241
106,246
107,229
108,186
109,142
110,99
111,122
112,79
113,82
114,62
115,64
116,59
117,58
118,88
119,75
120,71
121,63
122,75
123,94
124,104
125,94
126,70
127,57
